id,class_of,schoool,major,degree_level,grad_term,outcome,employer,position_country,position_city,position_state,salary,cont_edu,cont_edu_field,cont_edu_degree
3686,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,ADP Inc.,USA,New York City Metropolitan Area,,,,,
3687,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,ADP Inc.,USA,New York City Metropolitan Area,,,,,
3688,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Internship,ADP Inc.,,,,,,,
3689,2022,Ying Wu College of Computing,Web and Information Systems,Bachelor,5/17/2022,Full-Time,ADP Inc.,USA,Roseland,NJ,90000.00,,,
3690,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Internship,ADP Inc.,,,,,,,
3691,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Internship,ADP Inc.,,,,,,,
3692,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,12/31/2021,Full-Time,ADP Inc.,USA,Sayreville,,,,,
3693,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Internship,ADP Inc.,,,NY,,,,
3694,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,ADP Inc.,,,,90000.00,,,
3695,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,ADESA NJ,USA,Port Monmouth,NJ,,,,
3696,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Internship,Adaptive Track & Field USA,,,,,,,
3697,2022,College of Science and Liberal Arts,Biology,Bachelor,8/31/2021,Full-Time,Aculabs Inc.,USA,New York City Metropolitan Area,NJ,,,,
3698,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Full-Time,"Acela Architects + Engineers, PC",USA,Allentown,NJ,,,,
3699,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,Accupac,USA,Mainland,NJ,65000.00,,,
3700,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Accenture,,,,87000.00,,,
3701,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,Accenture,,,,87000.00,,,
3702,2022,Newark College of Engineering,Computer Technology,Bachelor,12/31/2021,Full-Time,Accenture,USA,Florham park,NJ,87000.00,,,Master's
3703,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Accelogix,USA,Cary,NC,65000.00,,,Master's
3704,2022,Newark College of Engineering,Civil Engineering,Bachelor,12/31/2021,Full-Time,Academic Tutor,USA,Linden,NJ,,,,
3705,2022,Hillier College of Architecture and Design,Architecture,Bachelor,5/17/2022,Full-Time,Absolute Zero Ice Cream,USA,Wallington,NJ,,,,
3706,2022,Martin Tuchman School of Management,MBA,Master,12/31/2021,Full-Time,AblyPro,USA,Hillsborough,NJ,,,,
3707,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Full-Time,ABInbev,,,,75000.00,,,
3708,2022,College of Science and Liberal Arts,Mathematical,Doctorate,5/17/2022,Full-Time,AbbVie,China,Zhengzhou, Henan,,,,
3709,2022,Newark College of Engineering,Biomedical Engineering,Master,12/31/2021,Full-Time,AbbVie,USA,Piscataway,,,,,
3710,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Abbott,USA,Hopewell,,,,,
3711,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,12/31/2021,Full-Time,Abbott,USA,New York City Metropolitan Area,,,,,
3712,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,AASKI Technology,USA,Eatontown,NJ,,,,
3713,2022,Newark College of Engineering,Electrical Engineering,Bachelor,12/31/2021,Continuing Education,A&J Consulting Engineering Services,USA,Newark,NJ,,New Jersey Institute of Technology,Engineering,Master's
3714,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,12/31/2021,Full-Time,A&J Consulting Engineering Services,,,,60000.00,,,
3715,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,A Free Bird Corporation,,,,,,,
3716,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,911inform,USA,Holmdel,NJ,,,,
3717,2022,Newark College of Engineering,Electrical Engineering,Master,8/31/2021,Full-Time,1898 & Co.,USA,Orlando,FL,,,,
3718,2022,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2021,Full-Time,11:11 SYSTEMS,USA,Rockaway,NJ,,,,
3719,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,108th Wing,USA,Absecon,NJ,,,,
3720,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,,,,NY,,,,
3721,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Currently seeking employment,,,,,,,,
3722,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,Science,Master's
3723,2022,Newark College of Engineering,Computer Engineering,Bachelor,12/31/2021,Full-Time,,USA,Hightstown,NJ,,,,
3724,2022,Ying Wu College of Computing,Information Systems,Bachelor,12/31/2021,Currently seeking employment,,,,,,,,
3725,2022,Newark College of Engineering,Civil Engineering,Bachelor,12/31/2021,Full-Time,,USA,Jersey City,NJ,,,,
3726,2022,Newark College of Engineering,Mechanical Engineering,Master,5/17/2022,Currently seeking employment,,,,,,,,
3727,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,Engineering,Master's
3728,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,,,,,,,,
3729,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Continuing Education,,,,,,,Computing,Master's
3730,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Currently seeking employment,,,,,,,,
3731,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,,,,,,,,
3732,2022,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2021,Full-Time,,USA,Piscataway,NJ,,,,
3733,2022,Newark College of Engineering,Mechanical Engineering,Doctorate,5/17/2022,Currently seeking employment,,,,,,,,
3734,2022,College of Science and Liberal Arts,Forensic Science,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3735,2022,Newark College of Engineering,Industrial Engineering,Bachelor,5/17/2022,Full-Time,,USA,Newark,NJ,,New Jersey Institute of Technology,,
3736,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3737,2022,College of Science and Liberal Arts,Theater Arts and Technology,Bachelor,12/31/2021,Continuing Education,,,,,,,Liberal Arts,Master's
3738,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3739,2022,Newark College of Engineering,Civil Engineering,Bachelor,5/17/2022,Full-Time,,,,,,,,
3740,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Currently seeking employment,,,,NJ,,,,Master's
3741,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,Management/Finance/Accounting,M.B.A.
3742,2022,Ying Wu College of Computing,Information Systems,Master,5/17/2022,Currently seeking employment,,,,,,,,"Doctoral Degree (Ph.D., Ed.D,)"
3743,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3744,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,,,,,,,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
3745,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Continuing Education,,Italy,Milan,,,Politecnico di Milano,,
3746,2022,College of Science and Liberal Arts,Materials Science and Engineering,Doctorate,5/17/2022,Currently seeking employment,,,,,,,,
3747,2022,Newark College of Engineering,Engineering Management,Master,5/17/2022,Continuing Education,,,,,,,,
3748,2022,Newark College of Engineering,Industrial Engineering,Doctorate,8/31/2021,Full-Time,,,,,,,,
3749,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,,,,,,,,
3750,2022,Ying Wu College of Computing,Information Systems,Master,5/17/2022,Full-Time,,,,,,,Computing,Master's
3751,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Continuing Education,,,,,,,,
3752,2022,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,5/17/2022,Currently seeking employment,,,,,,,Management/Finance/Accounting,M.B.A.
3753,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,,
3754,2022,Newark College of Engineering,Electrical Engineering,Master,5/17/2022,Full-Time,,,,,125000.00,,,Master's
3755,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,,,,,,,,
3756,2022,Newark College of Engineering,Chemical Engineering,Master,5/17/2022,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,,
3757,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Continuing Education,,USA,New York City,NY,,New York Institute of Technology,,
3758,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3759,2022,Newark College of Engineering,Civil Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3760,2022,Hillier College of Architecture and Design,Digital Design,Bachelor,5/17/2022,Full-Time,,,,NJ,,,,
3761,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,,USA,Newark,NJ,,,,
3762,2022,College of Science and Liberal Arts,Biochemistry,Bachelor,5/17/2022,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,Science,Master's
3763,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Continuing Education,,,,,,Don't know yet,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
3764,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,University of Medicine & Dentistry of New Jersey,,
3765,2022,College of Science and Liberal Arts,Theater Arts and Technology,Bachelor,5/17/2022,Full-Time,,USA,Newark,NJ,,,,
3766,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,,USA,Washington DC,,,,,
3767,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,New Jersey Institute of Technology,,
3768,2022,Ying Wu College of Computing,Business and Information Systems,Master,5/17/2022,Full-Time,,,,,,,,
3769,2022,Hillier College of Architecture and Design,Architecture,Master,12/31/2021,Full-Time,,,,,,,,
3770,2022,College of Science and Liberal Arts,Cyberpsychology,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,Boston University,,
3771,2022,Newark College of Engineering,Chemical Engineering,Doctorate,12/31/2021,Part-Time,,,,,,,,
3772,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3773,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Full-Time,,USA,New York City Metropolitan Area,,,,,
3774,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Not Seeking Employment,,,,,,,,
3775,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3776,2022,Martin Tuchman School of Management,Management,Master,5/17/2022,Currently seeking employment,,,,,,,,
3777,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,12/31/2021,Continuing Education,,,,,,,,
3778,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,,USA,,OH,,University of Toledo College of Medicine,,
3779,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,,USA,Haledon,NJ,,,,
3780,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Full-Time,,,,NJ,,,,
3781,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,New Jersey Institute of Technology,Science,Master's
3782,2022,Newark College of Engineering,Mechanical Engineering,Master,12/31/2021,Full-Time,,USA,Union City,NJ,,,,
3783,2022,Newark College of Engineering,Computer Technology,Bachelor,12/31/2021,Currently seeking employment,,,,,,,,
3784,2022,Newark College of Engineering,Engineering Management,Master,5/17/2022,Currently seeking employment,,,,,,,,Master's
3785,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,New Jersey Institute of Technology,,
3786,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,,USA,Vincentown,NJ,,,,
3787,2022,Newark College of Engineering,Materials Science and Engineering,Master,12/31/2021,Full-Time,,,,,,,Engineering,"Doctoral Degree (Ph.D., Ed.D,)"
3788,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
3789,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,,USA,West Orange,NJ,,,,
3790,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,NY,,,,Master's
3791,2022,Newark College of Engineering,Industrial Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,NJ,,,,
3792,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Currently seeking employment,,,,NJ,,,,
3793,2022,Newark College of Engineering,Computer Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,NJ,,,,
3794,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3795,2022,Newark College of Engineering,Engineering Management,Master,5/17/2022,Full-Time,,,,,,,,
3796,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,12/31/2021,Full-Time,,,,NJ,,,,
3797,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,5/17/2022,Currently seeking employment,,,,NJ,,,,
3798,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,,USA,New City,,,,,
3799,2022,College of Science and Liberal Arts,General Studies,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3800,2022,College of Science and Liberal Arts,Chemistry,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,New Jersey Institute of Technology,,"Doctoral Degree (Ph.D., Ed.D,)"
3801,2022,College of Science and Liberal Arts,Biology,Bachelor,8/31/2021,Full-Time,,USA,Vincentown,NJ,,,,
3802,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,,USA,Newark,NJ,,,,
3803,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,12/31/2021,Full-Time,,USA,,NJ,85000.00,Stevens Institute of Technology,Management/Finance/Accounting,M.B.A.
3804,2022,Newark College of Engineering,Chemical Engineering,Bachelor,5/17/2022,Full-Time,,,,,,,,
3805,2022,Ying Wu College of Computing,Web and Information Systems,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3806,2022,Newark College of Engineering,Computer Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3807,2022,College of Science and Liberal Arts,Environmental Science,Bachelor,12/31/2021,Full-Time,,,,,,,,Master's
3808,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Currently seeking employment,,,,,,,,
3809,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,,,,,,,,Master's
3810,2022,Ying Wu College of Computing,Information Systems,Master,5/17/2022,Full-Time,,,,NJ,,,,
3811,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,Master's
3812,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,,,,,,,,
3813,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,,,,,,,,"Doctoral Degree (Ph.D., Ed.D,)"
3814,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,New Jersey Institute of Technology,Science,Master's
3815,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Currently seeking employment,,,,,,,,Master's
3816,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3817,2022,Newark College of Engineering,Civil Engineering,Bachelor,8/31/2021,Full-Time,,USA,Bloomfield,NJ,,,,
3818,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,Master's
3819,2022,Newark College of Engineering,Chemical Engineering,Bachelor,5/17/2022,Continuing Education,,USA,,NJ,,New Jersey Institute of Technology,Engineering,Master's
3820,2022,Newark College of Engineering,Electrical Engineering,Bachelor,12/31/2021,Full-Time,,USA,New York City Metropolitan Area,NJ,,,,
3821,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Currently seeking employment,,,,,,,,
3822,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Continuing Education,,,,,,,Computing,Master's
3823,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Currently seeking employment,,,,,,,,"Doctoral Degree (Ph.D., Ed.D,)"
3824,2022,Newark College of Engineering,Chemical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3825,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3826,2022,College of Science and Liberal Arts,Mathematical,Bachelor,5/17/2022,Currently seeking employment,,,,,,,,
3827,2022,College of Science and Liberal Arts,Materials Science and Engineering,Doctorate,12/31/2021,Full-Time,,,,,,,,"Doctoral Degree (Ph.D., Ed.D,)"
